state,state_name,statefip,wrkyr,gini,branch_reform,ln_gini,D_branch
MD,Maryland,24,1985,0.41499287,1960,-0.8794939396219206,1
MD,Maryland,24,1986,0.43359688,1960,-0.83564002445454455,1
MD,Maryland,24,1987,0.38441968,1960,-0.9560204065263692,1
MD,Maryland,24,1988,0.38709795,1960,-0.949077517201759,1
MD,Maryland,24,1989,0.3797003,1960,-0.9683730216472473,1
MD,Maryland,24,1990,0.39563152,1960,-0.9272720059667297,1
MD,Maryland,24,1991,0.4023352,1960,-0.9104697069611584,1
MD,Maryland,24,1992,0.38216221,1960,-0.9619101269990021,1
MD,Maryland,24,1993,0.39748964,1960,-0.9225864081204754,1
MD,Maryland,24,1994,0.40453321,1960,-0.9050214444940196,1
MD,Maryland,24,1995,0.43277615,1960,-0.8375346592529304,1
MD,Maryland,24,1996,0.43264914,1960,-0.8378281796812782,1
MD,Maryland,24,1997,0.39503089,1960,-0.9287913146070281,1
MD,Maryland,24,1998,0.39045352,1960,-0.940446343675263,1
MD,Maryland,24,1999,0.41928706,1960,-0.86919948624037,1
MD,Maryland,24,2000,0.43890429,1960,-0.823473907899628,1
MD,Maryland,24,2001,0.41797426,1960,-0.8723354273008104,1
MD,Maryland,24,2002,0.42238104,1960,-0.8618474339611447,1
MD,Maryland,24,2003,0.43846217,1960,-0.8244817422711924,1
MD,Maryland,24,2004,0.42816117,1960,-0.8482555888627434,1
MD,Maryland,24,2005,0.42870128,1960,-0.8469949196117276,1
MD,Maryland,24,2006,0.41875142,1960,-0.8704778048038344,1
ME,Maine,23,1976,0.40340823,1975,-0.9078062520836206,1
ME,Maine,23,1977,0.39705133,1975,-0.9236897119424599,1
ME,Maine,23,1978,0.4087624,1975,-0.8946212208393756,1
ME,Maine,23,1979,0.42507583,1975,-0.8554877024438933,1
ME,Maine,23,1980,0.40123177,1975,-0.9132160385918293,1
ME,Maine,23,1981,0.42306283,1975,-0.8602345766870231,1
ME,Maine,23,1982,0.44576037,1975,-0.8079737583479681,1
ME,Maine,23,1983,0.42848441,1975,-0.8475009243366253,1
ME,Maine,23,1984,0.43822169,1975,-0.8250303550996105,1
ME,Maine,23,1985,0.40768275,1975,-0.8972659805744877,1
ME,Maine,23,1986,0.42553738,1975,-0.8544024852385381,1
ME,Maine,23,1987,0.43168372,1975,-0.8400620885054361,1
ME,Maine,23,1988,0.42748708,1975,-0.8498312132842449,1
ME,Maine,23,1989,0.43493563,1975,-0.8325572358546254,1
ME,Maine,23,1990,0.39940932,1975,-0.9177685232701753,1
ME,Maine,23,1991,0.39339173,1975,-0.9329493951088423,1
ME,Maine,23,1992,0.399322,1975,-0.9179871700119805,1
ME,Maine,23,1993,0.40143639,1975,-0.9127061890310033,1
ME,Maine,23,1994,0.43272448,1975,-0.8376540583573802,1
ME,Maine,23,1995,0.42397949,1975,-0.8580701975616827,1
ME,Maine,23,1996,0.4286463,1975,-0.8471231756454716,1
ME,Maine,23,1997,0.42933026,1975,-0.8455288193966624,1
ME,Maine,23,1998,0.39304277,1975,-0.9338368435178386,1
ME,Maine,23,1999,0.43830606,1975,-0.8248378455064789,1
ME,Maine,23,2000,0.46935487,1975,-0.7563961442009803,1
ME,Maine,23,2001,0.41457176,1975,-0.8805091951449806,1
ME,Maine,23,2002,0.4202871,1975,-0.8668172298046843,1
ME,Maine,23,2003,0.40848166,1975,-0.8953082616507656,1
ME,Maine,23,2004,0.41170812,1975,-0.8874406273014316,1
ME,Maine,23,2005,0.43600026,1975,-0.8301124393030054,1
ME,Maine,23,2006,0.42077476,1975,-0.8656576003461615,1
MI,Michigan,26,1976,0.40101075,1987,-0.9137670440548454,0
MI,Michigan,26,1977,0.39870948,1987,-0.9195222476013551,0
MI,Michigan,26,1978,0.4238233,1987,-0.8584386558956474,0
MI,Michigan,26,1979,0.43300515,1987,-0.8370056572859432,0
MI,Michigan,26,1980,0.44216275,1987,-0.8160772520084045,0
MI,Michigan,26,1981,0.44617471,1987,-0.8070446772094518,0
MI,Michigan,26,1982,0.484918,1987,-0.723775474503912,0
MI,Michigan,26,1983,0.45542622,1987,-0.7865215512523424,0
MI,Michigan,26,1984,0.465958,1987,-0.7636597776736963,0
MI,Michigan,26,1985,0.45891413,1987,-0.7788921670333739,0
MI,Michigan,26,1986,0.44954601,1987,-0.7995170721329519,0
MI,Michigan,26,1987,0.44600874,1987,-0.8074167307415241,1
MI,Michigan,26,1988,0.44408017,1987,-0.811750169786397,1
MI,Michigan,26,1989,0.44797894,1987,-0.8030090566006777,1
MI,Michigan,26,1990,0.44001332,1987,-0.8209502798007673,1
MI,Michigan,26,1991,0.42979446,1987,-0.8444481845729471,1
MI,Michigan,26,1992,0.43471408,1987,-0.833066751357811,1
MI,Michigan,26,1993,0.43247202,1987,-0.8382376483445454,1
MI,Michigan,26,1994,0.42901489,1987,-0.8462636520317419,1
MI,Michigan,26,1995,0.43408611,1987,-0.8345123544241716,1
MI,Michigan,26,1996,0.43807191,1987,-0.8253722039992455,1
MI,Michigan,26,1997,0.42905873,1987,-0.8461614696571382,1
MI,Michigan,26,1998,0.43248495,1987,-0.838207750903518,1
MI,Michigan,26,1999,0.43788561,1987,-0.8257975670986091,1
MI,Michigan,26,2000,0.44562167,1987,-0.8082849604922684,1
MI,Michigan,26,2001,0.43622538,1987,-0.8295962425881306,1
MI,Michigan,26,2002,0.44303355,1987,-0.8141097781703368,1
MI,Michigan,26,2003,0.44474715,1987,-0.8102493605511596,1
MI,Michigan,26,2004,0.43575382,1987,-0.8306778281258825,1
MI,Michigan,26,2005,0.45120227,1987,-0.7958395477825747,1
MI,Michigan,26,2006,0.44568685,1987,-0.808138703615657,1
MN,Minnesota,27,1976,0.41851768,1993,-0.8710361438278643,0
MN,Minnesota,27,1977,0.41896456,1993,-0.8699689449761893,0
MN,Minnesota,27,1978,0.41991135,1993,-0.8677116614120034,0
MN,Minnesota,27,1979,0.44361457,1993,-0.8127991791399871,0
MN,Minnesota,27,1980,0.4236578,1993,-0.8588292250826273,0
MN,Minnesota,27,1981,0.41397792,1993,-0.8819426399124288,0
MN,Minnesota,27,1982,0.45955476,1993,-0.7774971712727891,0
MN,Minnesota,27,1983,0.43413049,1993,-0.8344101218705932,0
MN,Minnesota,27,1984,0.42118734,1993,-0.8646775561540936,0
MN,Minnesota,27,1985,0.42516947,1993,-0.8552674365973697,0
MN,Minnesota,27,1986,0.43071288,1993,-0.8423135825630823,0
MN,Minnesota,27,1987,0.40368503,1993,-0.9071203338023739,0
MN,Minnesota,27,1988,0.40938914,1993,-0.8930891327311133,0
MN,Minnesota,27,1989,0.40570807,1993,-0.9021214174220927,0
MN,Minnesota,27,1990,0.40607721,1993,-0.9012119650470926,0
MN,Minnesota,27,1991,0.40773436,1993,-0.8971393950529528,0
MN,Minnesota,27,1992,0.41393143,1993,-0.8820549468939815,0
MN,Minnesota,27,1993,0.41134483,1993,-0.8883234138186127,1
MN,Minnesota,27,1994,0.40849632,1993,-0.8952723732905883,1
MN,Minnesota,27,1995,0.40800902,1993,-0.8964659969792128,1
MN,Minnesota,27,1996,0.42250937,1993,-0.861543654916033,1
MN,Minnesota,27,1997,0.39600694,1993,-0.9263235426286968,1
MN,Minnesota,27,1998,0.38556728,1993,-0.9530395746179006,1
MN,Minnesota,27,1999,0.38997713,1993,-0.9416671826035381,1
MN,Minnesota,27,2000,0.45101133,1993,-0.7962628178437902,1
MN,Minnesota,27,2001,0.41355383,1993,-0.8829675916127749,1
MN,Minnesota,27,2002,0.42312098,1993,-0.8600971360992824,1
MN,Minnesota,27,2003,0.42957658,1993,-0.8449552531022018,1
MN,Minnesota,27,2004,0.42263398,1993,-0.8612487700283912,1
MN,Minnesota,27,2005,0.41267821,1993,-0.8850871422605805,1
MN,Minnesota,27,2006,0.43343285,1993,-0.8360183967208726,1
MO,Missouri,29,1976,0.39345911,1990,-0.9327781301200048,0
MO,Missouri,29,1977,0.41050494,1990,-0.8903673160573131,0
MO,Missouri,29,1978,0.42561957,1990,-0.8542093598689916,0
MO,Missouri,29,1979,0.42478234,1990,-0.8561783824232766,0
MO,Missouri,29,1980,0.42573661,1990,-0.8539344103155924,0
MO,Missouri,29,1981,0.42819971,1990,-0.8481655800804038,0
MO,Missouri,29,1982,0.49112836,1990,-0.711049759691436,0
MO,Missouri,29,1983,0.44542387,1990,-0.8087289333182792,0
MO,Missouri,29,1984,0.42954803,1990,-0.8450217161034432,0
MO,Missouri,29,1985,0.44374689,1990,-0.8125009466677751,0
MO,Missouri,29,1986,0.44057712,1990,-0.8196697751497329,0
MO,Missouri,29,1987,0.41317341,1990,-0.8838878952109726,0
MO,Missouri,29,1988,0.43749401,1990,-0.8266922647067678,0
MO,Missouri,29,1989,0.42609397,1990,-0.8530953701840095,0
MO,Missouri,29,1990,0.40266943,1990,-0.9096393265962525,1
MO,Missouri,29,1991,0.42101845,1990,-0.8650786220319806,1
MO,Missouri,29,1992,0.44489244,1990,-0.8099227338971193,1
MO,Missouri,29,1993,0.43669239,1990,-0.8285262447931344,1
MO,Missouri,29,1994,0.41337511,1990,-0.8833998415780082,1
MO,Missouri,29,1995,0.40268347,1990,-0.909604459893714,1
MO,Missouri,29,1996,0.39247721,1990,-0.935276807139703,1
MO,Missouri,29,1997,0.41180506,1990,-0.8872051969457262,1
MO,Missouri,29,1998,0.40712973,1990,-0.8986233973998051,1
MO,Missouri,29,1999,0.41330653,1990,-0.8835657579280007,1
MO,Missouri,29,2000,0.39283225,1990,-0.9343726030207571,1
MO,Missouri,29,2001,0.42353305,1990,-0.8591237277933248,1
MO,Missouri,29,2002,0.4188816,1990,-0.8701669765581949,1
MO,Missouri,29,2003,0.40721083,1990,-0.8984242178323079,1
MO,Missouri,29,2004,0.44096789,1990,-0.8187832179775815,1
MO,Missouri,29,2005,0.43779698,1990,-0.8259999920441653,1
MO,Missouri,29,2006,0.4341248,1990,-0.834423228614809,1
MS,Mississippi,28,1976,0.41258466,1986,-0.8853138579018663,0
MS,Mississippi,28,1977,0.44425777,1986,-0.8113503219483857,0
MS,Mississippi,28,1978,0.45120394,1986,-0.7958358465669103,0
MS,Mississippi,28,1979,0.44961378,1986,-0.7993663314061488,0
MS,Mississippi,28,1980,0.45345724,1986,-0.7908543027368083,0
MS,Mississippi,28,1981,0.46259177,1986,-0.7709103200910018,0
MS,Mississippi,28,1982,0.51565748,1986,-0.6623125323619223,0
MS,Mississippi,28,1983,0.47017249,1986,-0.7546556516060604,0
MS,Mississippi,28,1984,0.43176055,1986,-0.8398841268167152,0
MS,Mississippi,28,1985,0.44987398,1986,-0.7987877798819838,0
MS,Mississippi,28,1986,0.42797309,1986,-0.8486949592087581,1
MS,Mississippi,28,1987,0.43913031,1986,-0.8229590762403921,1
MS,Mississippi,28,1988,0.46526456,1986,-0.7651490889467686,1
MS,Mississippi,28,1989,0.43717551,1986,-0.8274205398022058,1
MS,Mississippi,28,1990,0.43951142,1986,-0.8220915781216755,1
MS,Mississippi,28,1991,0.4424558,1986,-0.8154147065288417,1
MS,Mississippi,28,1992,0.44299617,1986,-0.8141941545725689,1
MS,Mississippi,28,1993,0.43553427,1986,-0.8311817946259797,1
MS,Mississippi,28,1994,0.40165988,1986,-0.912149618133795,1
MS,Mississippi,28,1995,0.41608861,1986,-0.8768570365954845,1
MS,Mississippi,28,1996,0.42658564,1986,-0.8519421350210591,1
MS,Mississippi,28,1997,0.4249987,1986,-0.8556691688859278,1
MS,Mississippi,28,1998,0.41605142,1986,-0.8769464205902067,1
MS,Mississippi,28,1999,0.4150801,1986,-0.8792837653276749,1
MS,Mississippi,28,2000,0.43660328,1986,-0.8287303222971699,1
MS,Mississippi,28,2001,0.44219163,1986,-0.8160119388247682,1
MS,Mississippi,28,2002,0.43862906,1986,-0.824101188923249,1
MS,Mississippi,28,2003,0.41071156,1986,-0.8898641113497605,1
MS,Mississippi,28,2004,0.44318748,1986,-0.8137623930455491,1
MS,Mississippi,28,2005,0.4681074,1986,-0.759057522213158,1
MS,Mississippi,28,2006,0.44085053,1986,-0.8190493952268453,1
MT,Montana,30,1976,0.41347659,1990,-0.8831543803894795,0
MT,Montana,30,1977,0.41351429,1990,-0.8830632064698198,0
MT,Montana,30,1978,0.44070774,1990,-0.8193733443204174,0
MT,Montana,30,1979,0.44260365,1990,-0.8150806046752875,0
MT,Montana,30,1980,0.42824352,1990,-0.8480632732408991,0
MT,Montana,30,1981,0.46563894,1990,-0.7643447520414202,0
MT,Montana,30,1982,0.5051719,1990,-0.6828565115887614,0
MT,Montana,30,1983,0.45926878,1990,-0.7781196629630535,0
MT,Montana,30,1984,0.4458459,1990,-0.8077819023614409,0
MT,Montana,30,1985,0.45555192,1990,-0.7862455841456064,0
MT,Montana,30,1986,0.44812775,1990,-0.802676930966468,0
MT,Montana,30,1987,0.43846932,1990,-0.8244654354100939,0
MT,Montana,30,1988,0.42494342,1990,-0.8557992483319916,0
MT,Montana,30,1989,0.44514167,1990,-0.8093626879309838,0
MT,Montana,30,1990,0.42396709,1990,-0.8580994446871346,1
MT,Montana,30,1991,0.42183682,1990,-0.8631367221915226,1
MT,Montana,30,1992,0.40329,1990,-0.908099372847866,1
MT,Montana,30,1993,0.41508949,1990,-0.8792611434438731,1
MT,Montana,30,1994,0.42006773,1990,-0.8673393188012645,1
MT,Montana,30,1995,0.45416045,1990,-0.7893047292799247,1
MT,Montana,30,1996,0.4361378,1990,-0.829797030522106,1
MT,Montana,30,1997,0.44225854,1990,-0.8158606357838571,1
MT,Montana,30,1998,0.41486123,1990,-0.8798112002129188,1
MT,Montana,30,1999,0.42569983,1990,-0.85402080549037,1
MT,Montana,30,2000,0.44172761,1990,-0.8170618538433052,1
MT,Montana,30,2001,0.40984514,1990,-0.8919758979502321,1
MT,Montana,30,2002,0.40946385,1990,-0.8929066579740575,1
MT,Montana,30,2003,0.43797684,1990,-0.8255892467160424,1
MT,Montana,30,2004,0.42098781,1990,-0.8651514005883146,1
MT,Montana,30,2005,0.41331631,1990,-0.8835420953831804,1
MT,Montana,30,2006,0.38502693,1990,-0.9544419990886557,1
NC,North Carolina,37,1976,0.40493363,1960,-0.9040321018480357,1
NC,North Carolina,37,1977,0.40490627,1960,-0.9040996707589041,1
NC,North Carolina,37,1978,0.41654682,1960,-0.8757564107279175,1
NC,North Carolina,37,1979,0.43983287,1960,-0.8213604651367522,1
NC,North Carolina,37,1980,0.41608068,1960,-0.8768760952175596,1
NC,North Carolina,37,1981,0.42399374,1960,-0.8580365880101138,1
NC,North Carolina,37,1982,0.47730172,1960,-0.7396064513731756,1
NC,North Carolina,37,1983,0.40037727,1960,-0.9153480013842168,1
NC,North Carolina,37,1984,0.41706365,1960,-0.8745164309416248,1
NC,North Carolina,37,1985,0.40669414,1960,-0.8996938748277922,1
NC,North Carolina,37,1986,0.41372395,1960,-0.8825563149980495,1
NC,North Carolina,37,1987,0.41810417,1960,-0.87202466697885,1
NC,North Carolina,37,1988,0.40221682,1960,-0.9107639825279622,1
NC,North Carolina,37,1989,0.40413186,1960,-0.906014068134742,1
NC,North Carolina,37,1990,0.40903819,1960,-0.893946753215294,1
NC,North Carolina,37,1991,0.41096848,1960,-0.8892387584243742,1
NC,North Carolina,37,1992,0.41670385,1960,-0.8753795013355519,1
NC,North Carolina,37,1993,0.41190103,1960,-0.886972176936285,1
NC,North Carolina,37,1994,0.41652089,1960,-0.875818662570588,1
NC,North Carolina,37,1995,0.43005213,1960,-0.8438488450844621,1
NC,North Carolina,37,1996,0.40608841,1960,-0.9011843844656818,1
NC,North Carolina,37,1997,0.4318763,1960,-0.8396160743344872,1
NC,North Carolina,37,1998,0.432298,1960,-0.8386401137360929,1
NC,North Carolina,37,1999,0.42131832,1960,-0.8643666264897036,1
NC,North Carolina,37,2000,0.40407982,1960,-0.9061428462787845,1
NC,North Carolina,37,2001,0.42427507,1960,-0.8573732840974903,1
NC,North Carolina,37,2002,0.43795308,1960,-0.8256434976314714,1
NC,North Carolina,37,2003,0.44922516,1960,-0.8002310470007253,1
NC,North Carolina,37,2004,0.43571061,1960,-0.8307769945371506,1
NC,North Carolina,37,2005,0.44831163,1960,-0.80226668570799,1
NC,North Carolina,37,2006,0.44296438,1960,-0.8142659184903047,1
ND,North Dakota,38,1976,0.44006121,1987,-0.8208414481088712,0
ND,North Dakota,38,1977,0.44474763,1987,-0.8102482812868158,0
ND,North Dakota,38,1978,0.42853901,1987,-0.8473735065816381,0
ND,North Dakota,38,1979,0.45678765,1987,-0.7835366569077397,0
ND,North Dakota,38,1980,0.45334101,1987,-0.7911106552399952,0
ND,North Dakota,38,1981,0.45079097,1987,-0.7967515280730407,0
ND,North Dakota,38,1982,0.48612785,1987,-0.7212836238337738,0
ND,North Dakota,38,1983,0.46162698,1987,-0.7729981166228325,0
ND,North Dakota,38,1984,0.45100117,1987,-0.7962853452477905,0
ND,North Dakota,38,1985,0.43834001,1987,-0.8247603912152232,0
ND,North Dakota,38,1986,0.44014236,1987,-0.8206570589448283,0
ND,North Dakota,38,1987,0.43876147,1987,-0.8237993620936269,1
ND,North Dakota,38,1988,0.43128616,1987,-0.8409834648763592,1
ND,North Dakota,38,1989,0.409067,1987,-0.893876322174484,1
ND,North Dakota,38,1990,0.43252674,1987,-0.8381111279317924,1
ND,North Dakota,38,1991,0.42950878,1987,-0.845113095391915,1
ND,North Dakota,38,1992,0.41714907,1987,-0.8743116390504185,1
ND,North Dakota,38,1993,0.39868876,1987,-0.9195742166149931,1
ND,North Dakota,38,1994,0.38816914,1987,-0.9463141065127462,1
ND,North Dakota,38,1995,0.38122618,1987,-0.9643624317009147,1
ND,North Dakota,38,1996,0.38152492,1987,-0.9635791092900382,1
ND,North Dakota,38,1997,0.39775214,1987,-0.9219262315147295,1
ND,North Dakota,38,1998,0.41929495,1987,-0.8691806687606098,1
ND,North Dakota,38,1999,0.38467371,1987,-0.9553598105245287,1
ND,North Dakota,38,2000,0.37236488,1987,-0.9878810452229911,1
ND,North Dakota,38,2001,0.40723717,1987,-0.8983595359864217,1
ND,North Dakota,38,2002,0.40080613,1987,-0.9142774349172628,1
ND,North Dakota,38,2003,0.37894776,1987,-0.9703569198116313,1
ND,North Dakota,38,2004,0.40509516,1987,-0.9036332765121088,1
ND,North Dakota,38,2005,0.40849635,1987,-0.8952722998505169,1
ND,North Dakota,38,2006,0.39612684,1987,-0.926020815983418,1
NE,Nebraska,31,1976,0.40195042,1985,-0.9114265313026303,0
NE,Nebraska,31,1977,0.41144907,1985,-0.8880700332319125,0
NE,Nebraska,31,1978,0.43567666,1985,-0.8308549162630835,0
NE,Nebraska,31,1979,0.4383541,1985,-0.8247282477347536,0
NE,Nebraska,31,1980,0.43983552,1985,-0.8213544401390823,0
NE,Nebraska,31,1981,0.43708816,1985,-0.8276203651027141,0
NE,Nebraska,31,1982,0.45384175,1985,-0.7900067099867717,0
NE,Nebraska,31,1983,0.44460872,1985,-0.8105606645089732,0
NE,Nebraska,31,1984,0.44098929,1985,-0.8187346895444796,0
NE,Nebraska,31,1985,0.43343577,1985,-0.8360116598291853,1
NE,Nebraska,31,1986,0.4286415,1985,-0.8471343737518718,1
NE,Nebraska,31,1987,0.43237993,1985,-0.8384506096504615,1
NE,Nebraska,31,1988,0.41450876,1985,-0.8806611707338445,1
NE,Nebraska,31,1989,0.4228723,1985,-0.8606850367671519,1
NE,Nebraska,31,1990,0.39793485,1985,-0.9214669805642739,1
NE,Nebraska,31,1991,0.4059144,1985,-0.9016129790481653,1
NE,Nebraska,31,1992,0.39539087,1985,-0.9278804590534352,1
NE,Nebraska,31,1993,0.41207662,1985,-0.8865459760492636,1
NE,Nebraska,31,1994,0.40726012,1985,-0.8983031822077465,1
NE,Nebraska,31,1995,0.42748293,1985,-0.8498409212271002,1
NE,Nebraska,31,1996,0.40550205,1985,-0.9026293499523953,1
NE,Nebraska,31,1997,0.40407491,1985,-0.9061549974172182,1
NE,Nebraska,31,1998,0.42725414,1985,-0.8503762671562622,1
NE,Nebraska,31,1999,0.42191204,1985,-0.8629584226908886,1
NE,Nebraska,31,2000,0.44154266,1985,-0.8174806384644678,1
NE,Nebraska,31,2001,0.39871886,1985,-0.9194987219764684,1
NE,Nebraska,31,2002,0.40677774,1985,-0.8994883360689249,1
NE,Nebraska,31,2003,0.41868743,1985,-0.8706306279027973,1
NE,Nebraska,31,2004,0.41382372,1985,-0.8823151929355988,1
NE,Nebraska,31,2005,0.39753008,1985,-0.9224846747948293,1
NE,Nebraska,31,2006,0.38726583,1985,-0.9486439225348439,1
NH,New Hampshire,33,1976,0.40503973,1987,-0.903770117921535,0
NH,New Hampshire,33,1977,0.37435079,1987,-0.982561979983107,0
NH,New Hampshire,33,1978,0.4232662,1987,-0.8597539834503375,0
NH,New Hampshire,33,1979,0.43023697,1987,-0.8434191290672667,0
NH,New Hampshire,33,1980,0.40256888,1987,-0.9098890663298789,0
NH,New Hampshire,33,1981,0.4359085,1987,-0.8303229200426157,0
NH,New Hampshire,33,1982,0.45918888,1987,-0.7782936502978677,0
NH,New Hampshire,33,1983,0.41139552,1987,-0.888200191467687,0
NH,New Hampshire,33,1984,0.39789259,1987,-0.9215731844922002,0
NH,New Hampshire,33,1985,0.4038851,1987,-0.9066248474126204,0
NH,New Hampshire,33,1986,0.41991833,1987,-0.8676950389939909,0
NH,New Hampshire,33,1987,0.40369299,1987,-0.9071006156534943,1
NH,New Hampshire,33,1988,0.39196113,1987,-0.9365926022714355,1
NH,New Hampshire,33,1989,0.39615533000000003,1987,-0.9259488971618388,1
NH,New Hampshire,33,1990,0.39290771,1987,-0.9341805292964374,1
NH,New Hampshire,33,1991,0.39419472,1987,-0.9309102785693545,1
NH,New Hampshire,33,1992,0.4086962,1987,-0.8947831862285579,1
NH,New Hampshire,33,1993,0.40728182,1987,-0.8982499007278386,1
NH,New Hampshire,33,1994,0.37910792,1987,-0.9699343650927403,1
NH,New Hampshire,33,1995,0.40193734,1987,-0.911459073158974,1
NH,New Hampshire,33,1996,0.40029287,1987,-0.9155588247835073,1
NH,New Hampshire,33,1997,0.42333826,1987,-0.8595837504700528,1
NH,New Hampshire,33,1998,0.42454565,1987,-0.8567357407322316,1
NH,New Hampshire,33,1999,0.41597465,1987,-0.8771309580776386,1
NH,New Hampshire,33,2000,0.43131062,1987,-0.8409267523993974,1
NH,New Hampshire,33,2001,0.43295902000000003,1987,-0.8371121974908194,1
NH,New Hampshire,33,2002,0.43814769,1987,-0.8251992336612415,1
NH,New Hampshire,33,2003,0.44218308,1987,-0.8160312745201551,1
NH,New Hampshire,33,2004,0.41610065,1987,-0.8768281008699722,1
NH,New Hampshire,33,2005,0.41791791,1987,-0.8724702533037513,1
NH,New Hampshire,33,2006,0.40804997,1987,-0.8963656365872898,1
NJ,New Jersey,34,1976,0.39302033,1977,-0.9338939381709425,0
NJ,New Jersey,34,1977,0.40028334,1977,-0.9155826326356055,1
NJ,New Jersey,34,1978,0.41265354,1977,-0.8851469242815856,1
NJ,New Jersey,34,1979,0.44026893,1977,-0.8203695342337993,1
NJ,New Jersey,34,1980,0.43417731,1977,-0.8343022799278043,1
NJ,New Jersey,34,1981,0.42925984,1977,-0.8456928557631611,1
NJ,New Jersey,34,1982,0.48280588,1977,-0.728140610876834,1
NJ,New Jersey,34,1983,0.44153538,1977,-0.8174971262484924,1
NJ,New Jersey,34,1984,0.42550582,1977,-0.8544766530363996,1
NJ,New Jersey,34,1985,0.43862471,1977,-0.8241111062360013,1
NJ,New Jersey,34,1986,0.42590407,1977,-0.853541145864772,1
NJ,New Jersey,34,1987,0.42027286,1977,-0.8668511119800888,1
NJ,New Jersey,34,1988,0.40338862,1977,-0.9078548640731292,1
NJ,New Jersey,34,1989,0.40842783,1977,-0.8954400510368282,1
NJ,New Jersey,34,1990,0.40983501,1977,-0.8920006149084274,1
NJ,New Jersey,34,1991,0.41699478,1977,-0.8746815752472977,1
NJ,New Jersey,34,1992,0.42233622,1977,-0.8619535523090569,1
NJ,New Jersey,34,1993,0.43390122,1977,-0.8349383744740182,1
NJ,New Jersey,34,1994,0.42945224,1977,-0.8452447428095864,1
NJ,New Jersey,34,1995,0.43909761,1977,-0.8230335443807698,1
NJ,New Jersey,34,1996,0.44140273,1977,-0.8177976003122928,1
NJ,New Jersey,34,1997,0.44763407,1977,-0.8037791883723125,1
NJ,New Jersey,34,1998,0.4402658,1977,-0.820376643550203,1
NJ,New Jersey,34,1999,0.45197332,1977,-0.7941321274407137,1
NJ,New Jersey,34,2000,0.46959233,1977,-0.7558903436510398,1
NJ,New Jersey,34,2001,0.47900653,1977,-0.7360410490962948,1
NJ,New Jersey,34,2002,0.44453296,1977,-0.8107310760460488,1
NJ,New Jersey,34,2003,0.45613971,1977,-0.7849561348140551,1
NJ,New Jersey,34,2004,0.44757566,1977,-0.8039096829326943,1
NJ,New Jersey,34,2005,0.46731132,1977,-0.7607596053020933,1
NJ,New Jersey,34,2006,0.45137739,1977,-0.7954515044663816,1
NM,New Mexico,35,1976,0.43159604,1991,-0.8402652208024367,0
NM,New Mexico,35,1977,0.41011769,1991,-0.8913111116939147,0
NM,New Mexico,35,1978,0.42880437,1991,-0.8467544780461318,0
NM,New Mexico,35,1979,0.46324068,1991,-0.7695085327454417,0
NM,New Mexico,35,1980,0.4507986,1991,-0.7967346024114003,0
NM,New Mexico,35,1981,0.45449185,1991,-0.7885752973185595,0
NM,New Mexico,35,1982,0.50231057,1991,-0.6885366852462689,0
NM,New Mexico,35,1983,0.47309554,1991,-0.7484579235718847,0
NM,New Mexico,35,1984,0.46859747,1991,-0.7580111519840496,0
NM,New Mexico,35,1985,0.46617126,1991,-0.7632022016424044,0
NM,New Mexico,35,1986,0.46383354,1991,-0.7682295411220578,0
NM,New Mexico,35,1987,0.46001863,1991,-0.7764882903190993,0
NM,New Mexico,35,1988,0.47204995,1991,-0.7506704727246001,0
NM,New Mexico,35,1989,0.4603416,1991,-0.7757864564007494,0
NM,New Mexico,35,1990,0.47693279,1991,-0.7403796994888454,0
NM,New Mexico,35,1991,0.45012909,1991,-0.7982208706894799,1
NM,New Mexico,35,1992,0.46443847,1991,-0.7669261945186554,1
NM,New Mexico,35,1993,0.46447101,1991,-0.7668561338707366,1
NM,New Mexico,35,1994,0.4502652,1991,-0.7979185364731295,1
NM,New Mexico,35,1995,0.49089545,1991,-0.7115241066512458,1
NM,New Mexico,35,1996,0.47409597,1991,-0.7463455094265813,1
NM,New Mexico,35,1997,0.46706891,1991,-0.7612784733124718,1
NM,New Mexico,35,1998,0.45404553,1991,-0.789557799625516,1
NM,New Mexico,35,1999,0.42967451,1991,-0.8447273104168477,1
NM,New Mexico,35,2000,0.43684351,1991,-0.8281802487064078,1
NM,New Mexico,35,2001,0.44562501,1991,-0.8082774653731842,1
NM,New Mexico,35,2002,0.43463281,1991,-0.8332537193016126,1
NM,New Mexico,35,2003,0.46230567,1991,-0.7715289833000281,1
NM,New Mexico,35,2004,0.45314535,1991,-0.7915423440368096,1
NM,New Mexico,35,2005,0.45841172,1991,-0.7799875467182154,1
NM,New Mexico,35,2006,0.44154173,1991,-0.8174827447184352,1
NV,Nevada,32,1976,0.40891075,1960,-0.8942583619106516,1
NV,Nevada,32,1977,0.42161843,1960,-0.8636545682891796,1
NV,Nevada,32,1978,0.40445614,1960,-0.9052119785232576,1
NV,Nevada,32,1979,0.4206599,1960,-0.8659306102569095,1
NV,Nevada,32,1980,0.41611224,1960,-0.8768002474201158,1
NV,Nevada,32,1981,0.39921337,1960,-0.9182592431217041,1
NV,Nevada,32,1982,0.42519411,1960,-0.855209484915086,1
NV,Nevada,32,1983,0.39557889,1960,-0.927405042639181,1
NV,Nevada,32,1984,0.39289021,1960,-0.9342250700099146,1
NV,Nevada,32,1985,0.42168757,1960,-0.863490594594803,1
